"Sample_name","BestTaxon","Class","nReads","domain","phylum","class","order","family","genus","species"
"RL2501_F012_2_MV1","Sebastes","Actinopteri",223,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F012_2_MV1","Stenella coeruleoalba","Mammalia",110,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Stenella","Stenella coeruleoalba"
"RL2501_F012_2_MV1","Symbolophorus californiensis","Actinopteri",3470,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F012_2_MV1","Tetragonurus cuvieri","Actinopteri",1527,"Eukaryota","Chordata","Actinopteri","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri"
"RL2501_F012_2_MV1","Trachurus symmetricus","Actinopteri",1463,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"RL2501_F012_2_MV1",NA,NA,16021,NA,NA,NA,NA,NA,NA,NA
"RL2501_F012_3_MV1","Alopias vulpinus","Chondrichthyes",18,"Eukaryota","Chordata","Chondrichthyes","Lamniformes","Alopiidae","Alopias","Alopias vulpinus"
"RL2501_F012_3_MV1","Astropecten verrilli","Asteroidea",14,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F012_3_MV1","Atherinopsis californiensis","Actinopteri",2,"Eukaryota","Chordata","Actinopteri","Atheriniformes","Atherinopsidae","Atherinopsis","Atherinopsis californiensis"
"RL2501_F012_3_MV1","Ceratoscopelus","Actinopteri",41,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F012_3_MV1","Citharichthys","Actinopteri",17,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys",NA
"RL2501_F012_3_MV1","Citharichthys sordidus","Actinopteri",170,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F012_3_MV1","Delphinidae","Mammalia",239,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F012_3_MV1","Delphinus bairdii","Mammalia",16,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Delphinus","Delphinus bairdii"
"RL2501_F012_3_MV1","Diogenichthys laternatus","Actinopteri",215,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Diogenichthys","Diogenichthys laternatus"
"RL2501_F012_3_MV1","Engraulis mordax","Actinopteri",3891,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F012_3_MV1","Gigantactis vanhoeffeni","Actinopteri",31,"Eukaryota","Chordata","Actinopteri","Lophiiformes","Gigantactinidae","Gigantactis","Gigantactis vanhoeffeni"
"RL2501_F012_3_MV1","Hemilepidotus","Actinopteri",2,"Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Hemilepidotus",NA
"RL2501_F012_3_MV1","Homo sapiens","Mammalia",19,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F012_3_MV1","Leuroglossus","Actinopteri",4,"Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus",NA
"RL2501_F012_3_MV1","Merluccius productus","Actinopteri",3,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus"
"RL2501_F012_3_MV1","Myctophum nitidulum","Actinopteri",646,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Myctophum","Myctophum nitidulum"
"RL2501_F012_3_MV1","Paralichthys californicus","Actinopteri",3,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys californicus"
"RL2501_F012_3_MV1","Phosichthyidae","Actinopteri",14168,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F012_3_MV1","Pleuronectidae","Actinopteri",2,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae",NA,NA
"RL2501_F012_3_MV1","Prionace glauca","Chondrichthyes",43,"Eukaryota","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Prionace","Prionace glauca"
"RL2501_F012_3_MV1","Sardinops sagax","Actinopteri",2,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Sardinops","Sardinops sagax"
"RL2501_F012_3_MV1","Sebastes","Actinopteri",167,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F012_3_MV1","Stomias atriventer","Actinopteri",201,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Stomiidae","Stomias","Stomias atriventer"
"RL2501_F012_3_MV1","Stomiidae","Actinopteri",38,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Stomiidae",NA,NA
"RL2501_F012_3_MV1","Symbolophorus californiensis","Actinopteri",1190,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F012_3_MV1","Syngnathus","Actinopteri",8,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
"RL2501_F012_3_MV1","Tetragonurus cuvieri","Actinopteri",194,"Eukaryota","Chordata","Actinopteri","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri"
"RL2501_F012_3_MV1","Trachurus symmetricus","Actinopteri",357,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"RL2501_F012_3_MV1","Zalophus californianus","Mammalia",4,"Eukaryota","Chordata","Mammalia","Carnivora","Otariidae","Zalophus","Zalophus californianus"
"RL2501_F012_3_MV1",NA,NA,17190,NA,NA,NA,NA,NA,NA,NA
"RL2501_F012_4_MV1","Ceratoscopelus","Actinopteri",1548,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F012_4_MV1","Engraulis mordax","Actinopteri",376,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F012_4_MV1","Isurus oxyrinchus","Chondrichthyes",65,"Eukaryota","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Isurus","Isurus oxyrinchus"
"RL2501_F012_4_MV1","Myctophum nitidulum","Actinopteri",1000,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Myctophum","Myctophum nitidulum"
"RL2501_F012_4_MV1","Phosichthyidae","Actinopteri",45013,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F012_4_MV1","Scomber japonicus","Actinopteri",1966,"Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Scomber","Scomber japonicus"
"RL2501_F012_4_MV1","Sebastes","Actinopteri",688,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F012_4_MV1","Symbolophorus californiensis","Actinopteri",7083,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F012_4_MV1","Tetragonurus cuvieri","Actinopteri",3854,"Eukaryota","Chordata","Actinopteri","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri"
"RL2501_F012_4_MV1","Trachurus symmetricus","Actinopteri",3644,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"RL2501_F012_4_MV1",NA,NA,40555,NA,NA,NA,NA,NA,NA,NA
"RL2501_F013_1_MV1","Ceratoscopelus","Actinopteri",406,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F013_1_MV1","Cololabis saira","Actinopteri",298,"Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira"
"RL2501_F013_1_MV1","Engraulis mordax","Actinopteri",219,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F013_1_MV1","Homo sapiens","Mammalia",169,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F013_1_MV1","Lampadena urophaos","Actinopteri",13496,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Lampadena","Lampadena urophaos"
"RL2501_F013_1_MV1","Patiria miniata","Asteroidea",3,"Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata"
"RL2501_F013_1_MV1","Phosichthyidae","Actinopteri",23496,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F013_1_MV1","Stomias atriventer","Actinopteri",1479,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Stomiidae","Stomias","Stomias atriventer"
"RL2501_F013_1_MV1","Symbolophorus californiensis","Actinopteri",128428,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F013_1_MV1","Tetragonurus cuvieri","Actinopteri",660,"Eukaryota","Chordata","Actinopteri","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri"
"RL2501_F013_1_MV1","Trachurus symmetricus","Actinopteri",948,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"RL2501_F013_1_MV1",NA,NA,3867,NA,NA,NA,NA,NA,NA,NA
"RL2501_F013_2_MV1","Ceratoscopelus","Actinopteri",38,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F013_2_MV1","Cololabis saira","Actinopteri",105,"Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira"
"RL2501_F013_2_MV1","Engraulis mordax","Actinopteri",189,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F013_2_MV1","Homo sapiens","Mammalia",104,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F013_2_MV1","Lampadena urophaos","Actinopteri",3286,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Lampadena","Lampadena urophaos"
"RL2501_F013_2_MV1","Myctophum nitidulum","Actinopteri",14,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Myctophum","Myctophum nitidulum"
"RL2501_F013_2_MV1","Phosichthyidae","Actinopteri",9882,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F013_2_MV1","Stomias atriventer","Actinopteri",259,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Stomiidae","Stomias","Stomias atriventer"
"RL2501_F013_2_MV1","Symbolophorus californiensis","Actinopteri",53558,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F013_2_MV1","Trachurus symmetricus","Actinopteri",140,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"RL2501_F013_2_MV1","Triphoturus mexicanus","Actinopteri",356,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Triphoturus","Triphoturus mexicanus"
"RL2501_F013_2_MV1",NA,NA,7022,NA,NA,NA,NA,NA,NA,NA
"RL2501_F013_3_MV1","Alopias vulpinus","Chondrichthyes",22,"Eukaryota","Chordata","Chondrichthyes","Lamniformes","Alopiidae","Alopias","Alopias vulpinus"
"RL2501_F013_3_MV1","Ceratoscopelus","Actinopteri",16,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F013_3_MV1","Engraulis mordax","Actinopteri",596,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F013_3_MV1","Lampadena urophaos","Actinopteri",6434,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Lampadena","Lampadena urophaos"
"RL2501_F013_3_MV1","Phosichthyidae","Actinopteri",16994,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F013_3_MV1","Stomias atriventer","Actinopteri",146,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Stomiidae","Stomias","Stomias atriventer"
"RL2501_F013_3_MV1","Symbolophorus californiensis","Actinopteri",78163,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F013_3_MV1","Tetragonurus cuvieri","Actinopteri",308,"Eukaryota","Chordata","Actinopteri","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri"
"RL2501_F013_3_MV1","Trachurus symmetricus","Actinopteri",393,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"RL2501_F013_3_MV1",NA,NA,11880,NA,NA,NA,NA,NA,NA,NA
"RL2501_F013_4_MV1","Astropecten verrilli","Asteroidea",4,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F013_4_MV1","Bathycoccus prasinos","Mamiellophyceae",3,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F013_4_MV1","Ceratoscopelus","Actinopteri",61,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F013_4_MV1","Cololabis saira","Actinopteri",109,"Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira"
"RL2501_F013_4_MV1","Delphinidae","Mammalia",84,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F013_4_MV1","Engraulis mordax","Actinopteri",390,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F013_4_MV1","Homo sapiens","Mammalia",63,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F013_4_MV1","Lampadena urophaos","Actinopteri",4434,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Lampadena","Lampadena urophaos"
"RL2501_F013_4_MV1","Phosichthyidae","Actinopteri",8337,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F013_4_MV1","Sardinops sagax","Actinopteri",121,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Sardinops","Sardinops sagax"
"RL2501_F013_4_MV1","Sebastes","Actinopteri",518,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F013_4_MV1","Symbolophorus californiensis","Actinopteri",68643,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F013_4_MV1","Trachurus symmetricus","Actinopteri",900,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"RL2501_F013_4_MV1",NA,NA,11787,NA,NA,NA,NA,NA,NA,NA
"RL2501_F014_1_MV1","Ceratoscopelus","Actinopteri",3152,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F014_1_MV1","Ceratoscopelus warmingii","Actinopteri",262,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus","Ceratoscopelus warmingii"
"RL2501_F014_1_MV1","Cololabis saira","Actinopteri",1417,"Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira"
"RL2501_F014_1_MV1","Cyclothone signata","Actinopteri",863,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone","Cyclothone signata"
"RL2501_F014_1_MV1","Delphinidae","Mammalia",1313,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F014_1_MV1","Diogenichthys","Actinopteri",1562,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Diogenichthys",NA
"RL2501_F014_1_MV1","Homo sapiens","Mammalia",1453,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F014_1_MV1","Phosichthyidae","Actinopteri",94302,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F014_1_MV1","Sebastes","Actinopteri",3665,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F014_1_MV1","Symbolophorus californiensis","Actinopteri",9247,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F014_1_MV1",NA,NA,17423,NA,NA,NA,NA,NA,NA,NA
"RL2501_F014_2_MV1","Ceratoscopelus","Actinopteri",1208,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F014_2_MV1","Cololabis saira","Actinopteri",501,"Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira"
"RL2501_F014_2_MV1","Cyclothone signata","Actinopteri",339,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone","Cyclothone signata"
"RL2501_F014_2_MV1","Delphinidae","Mammalia",157,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F014_2_MV1","Delphinus bairdii","Mammalia",181,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Delphinus","Delphinus bairdii"
"RL2501_F014_2_MV1","Engraulis mordax","Actinopteri",852,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F014_2_MV1","Homo sapiens","Mammalia",540,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F014_2_MV1","Luvarus imperialis","Actinopteri",772,"Eukaryota","Chordata","Actinopteri","Acanthuriformes","Luvaridae","Luvarus","Luvarus imperialis"
"RL2501_F014_2_MV1","Myctophum nitidulum","Actinopteri",84,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Myctophum","Myctophum nitidulum"
"RL2501_F014_2_MV1","Phosichthyidae","Actinopteri",83181,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F014_2_MV1","Symbolophorus californiensis","Actinopteri",1351,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F014_2_MV1","Trachurus symmetricus","Actinopteri",1310,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"RL2501_F014_2_MV1",NA,NA,36364,NA,NA,NA,NA,NA,NA,NA
"RL2501_F014_3_MV1","Argyropelecus affinis","Actinopteri",17,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Sternoptychidae","Argyropelecus","Argyropelecus affinis"
"RL2501_F014_3_MV1","Astropecten verrilli","Asteroidea",19,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F014_3_MV1","Balaenoptera physalus","Mammalia",4,"Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera physalus"
"RL2501_F014_3_MV1","Bathylagoides wesethi","Actinopteri",6,"Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Bathylagoides","Bathylagoides wesethi"
"RL2501_F014_3_MV1","Bos taurus","Mammalia",28,"Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus"
"RL2501_F014_3_MV1","Ceratoscopelus","Actinopteri",467,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F014_3_MV1","Citharichthys","Actinopteri",27,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys",NA
"RL2501_F014_3_MV1","Citharichthys sordidus","Actinopteri",286,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F014_3_MV1","Cyclothone signata","Actinopteri",2,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone","Cyclothone signata"
"RL2501_F014_3_MV1","Delphinidae","Mammalia",422,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F014_3_MV1","Delphinus bairdii","Mammalia",28,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Delphinus","Delphinus bairdii"
"RL2501_F014_3_MV1","Diogenichthys atlanticus","Actinopteri",3,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Diogenichthys","Diogenichthys atlanticus"
"RL2501_F014_3_MV1","Engraulis mordax","Actinopteri",8936,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F014_3_MV1","Hemilepidotus","Actinopteri",6,"Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Hemilepidotus",NA
"RL2501_F014_3_MV1","Homo sapiens","Mammalia",366,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F014_3_MV1","Hypsoblennius gilberti","Actinopteri",2,"Eukaryota","Chordata","Actinopteri","Blenniiformes","Blenniidae","Hypsoblennius","Hypsoblennius gilberti"
"RL2501_F014_3_MV1","Leuroglossus","Actinopteri",9,"Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus",NA
"RL2501_F014_3_MV1","Myctophum nitidulum","Actinopteri",5,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Myctophum","Myctophum nitidulum"
"RL2501_F014_3_MV1","Oneirodes","Actinopteri",6,"Eukaryota","Chordata","Actinopteri","Lophiiformes","Oneirodidae","Oneirodes",NA
"RL2501_F014_3_MV1","Paralichthys californicus","Actinopteri",6,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys californicus"
